file_name,main_class,resolution,class_label,width,height,aspect_ratio,file_size_kb,mean_intensity,std_intensity,skewness,kurtosis,entropy,edge_density
s7_49.tif,official,Official-20250910T085215Z-1-002,official_Official-20250910T085215Z-1-002,1236,1754,0.705,6353.53,251.389,19.619,-7.515,59.453,1.223,0.017
s7_51.tif,official,Official-20250910T085215Z-1-002,official_Official-20250910T085215Z-1-002,1236,1754,0.705,6353.53,249.263,23.572,-5.387,30.315,1.503,0.034
s7_54.tif,official,Official-20250910T085215Z-1-002,official_Official-20250910T085215Z-1-002,1236,1754,0.705,6353.53,250.357,20.607,-6.62,46.313,1.652,0.015
s7_56.tif,official,Official-20250910T085215Z-1-002,official_Official-20250910T085215Z-1-002,1236,1754,0.705,6353.53,242.615,32.277,-3.674,14.589,2.298,0.046
s7_57.tif,official,Official-20250910T085215Z-1-002,official_Official-20250910T085215Z-1-002,1236,1754,0.705,6353.53,249.384,24.654,-5.492,30.537,1.396,0.03
s7_68.tif,official,Official-20250910T085215Z-1-002,official_Official-20250910T085215Z-1-002,1236,1754,0.705,6353.53,248.335,29.528,-5.535,30.729,1.551,0.023
s7_69.tif,official,Official-20250910T085215Z-1-002,official_Official-20250910T085215Z-1-002,1236,1754,0.705,6353.53,250.499,20.895,-6.556,45.132,1.524,0.025
s7_73.tif,official,Official-20250910T085215Z-1-002,official_Official-20250910T085215Z-1-002,1236,1754,0.705,6353.53,245.404,32.652,-4.227,17.462,1.966,0.042
s7_80.tif,official,Official-20250910T085215Z-1-002,official_Official-20250910T085215Z-1-002,1236,1754,0.705,6353.53,248.96,23.825,-5.61,32.996,1.748,0.036
s7_86.tif,official,Official-20250910T085215Z-1-002,official_Official-20250910T085215Z-1-002,1236,1754,0.705,6353.53,248.812,26.952,-5.31,27.882,1.472,0.025
s7_87.tif,official,Official-20250910T085215Z-1-002,official_Official-20250910T085215Z-1-002,2480,3508,0.707,25495.07,247.981,26.387,-5.6,31.563,2.163,0.016
s8_25.tif,official,Official-20250910T085215Z-1-002,official_Official-20250910T085215Z-1-002,1240,1754,0.707,6374.08,249.062,29.594,-5.472,29.403,0.808,0.026
s8_26.tif,official,Official-20250910T085215Z-1-002,official_Official-20250910T085215Z-1-002,1240,1754,0.707,6374.08,251.007,23.469,-6.66,44.909,0.669,0.021
s8_3.tif,official,Official-20250910T085215Z-1-002,official_Official-20250910T085215Z-1-002,1240,1754,0.707,6374.08,249.486,26.933,-5.549,31.043,0.803,0.035
s8_31.tif,official,Official-20250910T085215Z-1-002,official_Official-20250910T085215Z-1-002,1240,1754,0.707,6374.08,244.096,34.958,-3.615,12.404,1.5,0.066
s8_32.tif,official,Official-20250910T085215Z-1-002,official_Official-20250910T085215Z-1-002,1240,1754,0.707,6374.08,251.097,21.015,-6.618,46.4,0.85,0.037
s8_36.tif,official,Official-20250910T085215Z-1-002,official_Official-20250910T085215Z-1-002,1240,1754,0.707,6374.08,251.078,23.746,-6.745,45.92,0.532,0.021
s8_73.tif,official,Official-20250910T085215Z-1-002,official_Official-20250910T085215Z-1-002,1240,1754,0.707,6374.08,246.832,32.842,-4.517,19.83,1.11,0.04
s8_75.tif,official,Official-20250910T085215Z-1-002,official_Official-20250910T085215Z-1-002,1240,1754,0.707,6374.08,251.929,18.145,-7.406,59.225,0.81,0.021
s8_89.tif,official,Official-20250910T085215Z-1-002,official_Official-20250910T085215Z-1-002,1240,1754,0.707,6374.08,247.829,29.651,-4.731,22.378,1.017,0.047
s8_94.tif,official,Official-20250910T085215Z-1-002,official_Official-20250910T085215Z-1-002,1240,1754,0.707,6374.08,250.595,25.266,-6.592,43.737,0.839,0.02
s8_77.tif,official,Official-20250910T085215Z-1-002,official_Official-20250910T085215Z-1-002,2480,3508,0.707,25495.07,246.382,33.091,-4.322,18.245,1.28,0.026
s8_78.tif,official,Official-20250910T085215Z-1-002,official_Official-20250910T085215Z-1-002,2480,3508,0.707,25495.07,247.512,28.612,-5.202,27.882,1.453,0.018
s8_79.tif,official,Official-20250910T085215Z-1-002,official_Official-20250910T085215Z-1-002,2480,3508,0.707,25495.07,249.938,25.772,-6.182,38.664,1.065,0.017
s8_80.tif,official,Official-20250910T085215Z-1-002,official_Official-20250910T085215Z-1-002,2480,3508,0.707,25495.07,249.776,26.735,-6.034,36.325,1.007,0.018
s8_81.tif,official,Official-20250910T085215Z-1-002,official_Official-20250910T085215Z-1-002,2480,3508,0.707,25495.07,247.433,32.095,-4.785,22.229,1.241,0.028
s8_82.tif,official,Official-20250910T085215Z-1-002,official_Official-20250910T085215Z-1-002,2480,3508,0.707,25495.07,250.814,24.721,-7.131,50.666,1.113,0.008
s8_83.tif,official,Official-20250910T085215Z-1-002,official_Official-20250910T085215Z-1-002,2480,3508,0.707,25495.07,248.693,30.132,-5.376,28.228,1.079,0.021
s8_85.tif,official,Official-20250910T085215Z-1-002,official_Official-20250910T085215Z-1-002,2480,3508,0.707,25495.07,249.417,28.805,-5.896,34.689,0.957,0.011
s8_86.tif,official,Official-20250910T085215Z-1-002,official_Official-20250910T085215Z-1-002,2480,3508,0.707,25495.07,249.429,28.17,-5.536,29.697,0.934,0.012
s8_87.tif,official,Official-20250910T085215Z-1-002,official_Official-20250910T085215Z-1-002,2480,3508,0.707,25495.07,249.684,27.393,-5.955,34.959,1.098,0.015
s8_88.tif,official,Official-20250910T085215Z-1-002,official_Official-20250910T085215Z-1-002,2480,3508,0.707,25495.07,249.334,26.475,-5.556,31.584,1.174,0.015
s8_89.tif,official,Official-20250910T085215Z-1-002,official_Official-20250910T085215Z-1-002,2480,3508,0.707,25495.07,247.269,32.616,-4.725,21.693,1.13,0.028
s8_90.tif,official,Official-20250910T085215Z-1-002,official_Official-20250910T085215Z-1-002,2480,3508,0.707,25495.07,249.383,27.13,-5.71,32.763,1.101,0.024
s8_91.tif,official,Official-20250910T085215Z-1-002,official_Official-20250910T085215Z-1-002,2480,3508,0.707,25495.07,249.211,29.694,-5.709,31.787,1.0,0.014
s8_92.tif,official,Official-20250910T085215Z-1-002,official_Official-20250910T085215Z-1-002,2480,3508,0.707,25495.07,250.34,26.463,-6.373,40.237,0.816,0.012
s8_93.tif,official,Official-20250910T085215Z-1-002,official_Official-20250910T085215Z-1-002,2480,3508,0.707,25495.07,249.672,27.8,-6.038,35.996,1.091,0.015
s8_94.tif,official,Official-20250910T085215Z-1-002,official_Official-20250910T085215Z-1-002,2480,3508,0.707,25495.07,250.201,26.776,-6.47,41.356,1.05,0.011
s8_95.tif,official,Official-20250910T085215Z-1-002,official_Official-20250910T085215Z-1-002,2480,3508,0.707,25495.07,251.153,23.443,-7.114,50.805,0.869,0.012
s8_96.tif,official,Official-20250910T085215Z-1-002,official_Official-20250910T085215Z-1-002,2480,3508,0.707,25495.07,249.724,27.994,-6.014,35.892,0.95,0.008
s9_100.tif,official,Official-20250910T085215Z-1-002,official_Official-20250910T085215Z-1-002,1240,1754,0.707,6374.08,251.093,23.353,-6.826,47.639,0.632,0.019
s9_18.tif,official,Official-20250910T085215Z-1-002,official_Official-20250910T085215Z-1-002,1240,1754,0.707,6374.08,253.148,15.676,-10.031,104.674,0.433,0.011
s9_19.tif,official,Official-20250910T085215Z-1-002,official_Official-20250910T085215Z-1-002,1240,1754,0.707,6374.08,250.5,24.632,-6.299,40.053,0.816,0.025
s9_22.tif,official,Official-20250910T085215Z-1-002,official_Official-20250910T085215Z-1-002,1240,1754,0.707,6374.08,253.259,14.738,-10.515,116.296,0.531,0.011
s9_30.tif,official,Official-20250910T085215Z-1-002,official_Official-20250910T085215Z-1-002,1240,1754,0.707,6374.08,249.413,23.576,-4.534,19.759,0.893,0.023
s9_38.tif,official,Official-20250910T085215Z-1-002,official_Official-20250910T085215Z-1-002,1240,1754,0.707,6374.08,251.427,21.022,-7.031,50.997,0.808,0.021
s9_44.tif,official,Official-20250910T085215Z-1-002,official_Official-20250910T085215Z-1-002,1240,1754,0.707,6374.08,248.702,28.757,-5.191,26.817,0.957,0.039
s9_46.tif,official,Official-20250910T085215Z-1-002,official_Official-20250910T085215Z-1-002,1240,1754,0.707,6374.08,249.393,26.473,-5.499,30.71,0.908,0.037
s9_47.tif,official,Official-20250910T085215Z-1-002,official_Official-20250910T085215Z-1-002,1240,1754,0.707,6374.08,249.737,20.882,-5.686,36.744,1.28,0.061
s9_51.tif,official,Official-20250910T085215Z-1-002,official_Official-20250910T085215Z-1-002,1240,1754,0.707,6374.08,250.174,23.734,-5.799,34.672,0.875,0.032
s9_67.tif,official,Official-20250910T085215Z-1-002,official_Official-20250910T085215Z-1-002,1240,1754,0.707,6374.08,229.176,36.803,-1.434,2.434,2.571,0.018
s9_7.tif,official,Official-20250910T085215Z-1-002,official_Official-20250910T085215Z-1-002,1240,1754,0.707,6374.08,251.554,20.618,-7.22,53.758,0.821,0.022
s9_80.tif,official,Official-20250910T085215Z-1-002,official_Official-20250910T085215Z-1-002,1240,1754,0.707,6374.08,250.169,24.208,-6.121,38.616,0.928,0.034
s9_81.tif,official,Official-20250910T085215Z-1-002,official_Official-20250910T085215Z-1-002,1240,1754,0.707,6374.08,248.213,28.637,-4.783,22.945,0.987,0.038
s9_82.tif,official,Official-20250910T085215Z-1-002,official_Official-20250910T085215Z-1-002,1240,1754,0.707,6374.08,251.265,23.43,-7.277,53.478,0.794,0.015
s9_83.tif,official,Official-20250910T085215Z-1-002,official_Official-20250910T085215Z-1-002,1240,1754,0.707,6374.08,249.138,27.522,-5.423,29.53,0.994,0.037
s9_84.tif,official,Official-20250910T085215Z-1-002,official_Official-20250910T085215Z-1-002,1240,1754,0.707,6374.08,251.92,17.959,-8.298,74.947,0.856,0.02
s9_86.tif,official,Official-20250910T085215Z-1-002,official_Official-20250910T085215Z-1-002,1240,1754,0.707,6374.08,249.769,26.802,-5.599,30.796,0.736,0.023
s9_87.tif,official,Official-20250910T085215Z-1-002,official_Official-20250910T085215Z-1-002,1240,1754,0.707,6374.08,250.193,25.312,-6.046,36.809,0.849,0.027
s9_88.tif,official,Official-20250910T085215Z-1-002,official_Official-20250910T085215Z-1-002,1240,1754,0.707,6374.08,249.818,24.486,-5.551,32.214,0.946,0.025
s9_89.tif,official,Official-20250910T085215Z-1-002,official_Official-20250910T085215Z-1-002,1240,1754,0.707,6374.08,247.918,29.441,-4.738,22.449,0.97,0.047
s9_90.tif,official,Official-20250910T085215Z-1-002,official_Official-20250910T085215Z-1-002,1240,1754,0.707,6374.08,249.979,24.227,-5.855,35.925,0.866,0.044
s9_91.tif,official,Official-20250910T085215Z-1-002,official_Official-20250910T085215Z-1-002,1240,1754,0.707,6374.08,249.608,27.945,-5.8,33.439,0.817,0.025
s9_92.tif,official,Official-20250910T085215Z-1-002,official_Official-20250910T085215Z-1-002,1240,1754,0.707,6374.08,250.691,24.708,-6.469,42.295,0.639,0.022
s9_93.tif,official,Official-20250910T085215Z-1-002,official_Official-20250910T085215Z-1-002,1240,1754,0.707,6374.08,250.074,25.751,-6.103,37.625,0.941,0.027
s9_94.tif,official,Official-20250910T085215Z-1-002,official_Official-20250910T085215Z-1-002,1240,1754,0.707,6374.08,250.601,25.185,-6.582,43.603,0.83,0.02
s9_95.tif,official,Official-20250910T085215Z-1-002,official_Official-20250910T085215Z-1-002,1240,1754,0.707,6374.08,251.618,21.402,-7.248,53.866,0.555,0.021
s9_96.tif,official,Official-20250910T085215Z-1-002,official_Official-20250910T085215Z-1-002,1240,1754,0.707,6374.08,250.036,26.889,-6.076,37.073,0.74,0.015
s9_97.tif,official,Official-20250910T085215Z-1-002,official_Official-20250910T085215Z-1-002,1240,1754,0.707,6374.08,249.993,25.056,-6.026,37.531,0.863,0.025
s9_99.tif,official,Official-20250910T085215Z-1-002,official_Official-20250910T085215Z-1-002,1240,1754,0.707,6374.08,250.311,25.143,-6.542,43.834,0.919,0.021
s9_12.tif,official,Official-20250910T085215Z-1-002,official_Official-20250910T085215Z-1-002,2480,3508,0.707,25495.07,251.104,21.251,-7.692,60.697,1.26,0.009
s9_79.tif,official,Official-20250910T085215Z-1-002,official_Official-20250910T085215Z-1-002,2480,3508,0.707,25495.07,249.975,25.711,-6.202,38.884,1.042,0.016
s9_80.tif,official,Official-20250910T085215Z-1-002,official_Official-20250910T085215Z-1-002,2480,3508,0.707,25495.07,249.669,26.649,-6.019,36.212,1.126,0.018
s9_81.tif,official,Official-20250910T085215Z-1-002,official_Official-20250910T085215Z-1-002,2480,3508,0.707,25495.07,247.436,31.888,-4.787,22.264,1.285,0.028
s9_82.tif,official,Official-20250910T085215Z-1-002,official_Official-20250910T085215Z-1-002,2480,3508,0.707,25495.07,250.862,24.626,-7.14,50.799,1.073,0.008
s9_83.tif,official,Official-20250910T085215Z-1-002,official_Official-20250910T085215Z-1-002,2480,3508,0.707,25495.07,248.663,30.09,-5.368,28.131,1.102,0.021
s9_84.tif,official,Official-20250910T085215Z-1-002,official_Official-20250910T085215Z-1-002,2480,3508,0.707,25495.07,251.614,19.41,-8.127,70.03,1.032,0.012
s9_85.tif,official,Official-20250910T085215Z-1-002,official_Official-20250910T085215Z-1-002,2480,3508,0.707,25495.07,249.413,28.755,-5.899,34.744,0.96,0.011
s9_86.tif,official,Official-20250910T085215Z-1-002,official_Official-20250910T085215Z-1-002,2480,3508,0.707,25495.07,249.416,28.048,-5.538,29.729,0.971,0.012
s9_87.tif,official,Official-20250910T085215Z-1-002,official_Official-20250910T085215Z-1-002,2480,3508,0.707,25495.07,249.738,27.246,-5.965,35.093,1.07,0.015
s9_88.tif,official,Official-20250910T085215Z-1-002,official_Official-20250910T085215Z-1-002,2480,3508,0.707,25495.07,249.225,26.305,-5.556,31.646,1.315,0.015
s9_89.tif,official,Official-20250910T085215Z-1-002,official_Official-20250910T085215Z-1-002,2480,3508,0.707,25495.07,247.191,32.535,-4.719,21.656,1.221,0.028
s9_90.tif,official,Official-20250910T085215Z-1-002,official_Official-20250910T085215Z-1-002,2480,3508,0.707,25495.07,249.327,26.992,-5.703,32.77,1.149,0.024
s9_91.tif,official,Official-20250910T085215Z-1-002,official_Official-20250910T085215Z-1-002,2480,3508,0.707,25495.07,249.209,29.652,-5.701,31.688,0.992,0.014
s9_92.tif,official,Official-20250910T085215Z-1-002,official_Official-20250910T085215Z-1-002,2480,3508,0.707,25495.07,250.288,26.413,-6.372,40.294,0.893,0.013
s9_93.tif,official,Official-20250910T085215Z-1-002,official_Official-20250910T085215Z-1-002,2480,3508,0.707,25495.07,249.639,27.742,-6.026,35.852,1.125,0.015
s9_94.tif,official,Official-20250910T085215Z-1-002,official_Official-20250910T085215Z-1-002,2480,3508,0.707,25495.07,250.053,26.769,-6.45,41.138,1.192,0.011
s9_95.tif,official,Official-20250910T085215Z-1-002,official_Official-20250910T085215Z-1-002,2480,3508,0.707,25495.07,251.272,23.335,-7.133,51.028,0.726,0.012
s9_96.tif,official,Official-20250910T085215Z-1-002,official_Official-20250910T085215Z-1-002,2480,3508,0.707,25495.07,249.746,27.911,-6.021,35.981,0.934,0.008
s9_97.tif,official,Official-20250910T085215Z-1-002,official_Official-20250910T085215Z-1-002,2480,3508,0.707,25495.07,249.611,26.908,-5.976,36.037,1.037,0.014
s9_98.tif,official,Official-20250910T085215Z-1-002,official_Official-20250910T085215Z-1-002,2480,3508,0.707,25495.07,243.972,38.383,-3.822,13.553,1.478,0.044
s10_10.tif,official,Official-20250910T085215Z-1-002,official_Official-20250910T085215Z-1-002,1239,1754,0.706,6368.94,247.263,29.927,-4.206,16.553,1.42,0.027
s10_100.tif,official,Official-20250910T085215Z-1-002,official_Official-20250910T085215Z-1-002,1239,1754,0.706,6368.94,250.679,22.746,-6.743,46.348,1.325,0.019
s10_11.tif,official,Official-20250910T085215Z-1-002,official_Official-20250910T085215Z-1-002,1239,1754,0.706,6368.94,248.242,27.665,-4.965,24.833,1.451,0.05
s10_13.tif,official,Official-20250910T085215Z-1-002,official_Official-20250910T085215Z-1-002,1239,1754,0.706,6368.94,249.569,24.212,-5.8,34.442,1.533,0.036
s10_19.tif,official,Official-20250910T085215Z-1-002,official_Official-20250910T085215Z-1-002,1239,1754,0.706,6368.94,250.274,23.443,-6.306,40.351,1.385,0.025
s10_22.tif,official,Official-20250910T085215Z-1-002,official_Official-20250910T085215Z-1-002,1239,1754,0.706,6368.94,252.883,14.128,-10.484,116.751,1.14,0.011
s10_28.tif,official,Official-20250910T085215Z-1-002,official_Official-20250910T085215Z-1-002,1239,1754,0.706,6368.94,251.799,18.944,-8.206,69.413,1.257,0.014
s10_29.tif,official,Official-20250910T085215Z-1-002,official_Official-20250910T085215Z-1-002,1239,1754,0.706,6368.94,250.814,14.698,-8.474,80.132,2.107,0.011
s10_39.tif,official,Official-20250910T085215Z-1-002,official_Official-20250910T085215Z-1-002,1239,1754,0.706,6368.94,251.567,19.018,-7.153,55.029,0.973,0.03
s10_40.tif,official,Official-20250910T085215Z-1-002,official_Official-20250910T085215Z-1-002,1239,1754,0.706,6368.94,250.219,20.019,-6.75,50.9,1.663,0.044
s10_52.tif,official,Official-20250910T085215Z-1-002,official_Official-20250910T085215Z-1-002,1239,1754,0.706,6368.94,235.58,39.329,-1.729,1.383,2.069,0.012
s10_62.tif,official,Official-20250910T085215Z-1-002,official_Official-20250910T085215Z-1-002,1239,1754,0.706,6368.94,248.95,27.349,-5.309,27.857,1.358,0.028
s10_67.tif,official,Official-20250910T085215Z-1-002,official_Official-20250910T085215Z-1-002,1239,1754,0.706,6368.94,226.795,38.963,-1.223,1.151,2.918,0.018
s10_71.tif,official,Official-20250910T085215Z-1-002,official_Official-20250910T085215Z-1-002,1239,1754,0.706,6368.94,251.941,17.429,-7.281,55.75,0.984,0.025
s10_72.tif,official,Official-20250910T085215Z-1-002,official_Official-20250910T085215Z-1-002,1239,1754,0.706,6368.94,248.603,28.069,-5.276,27.757,1.422,0.036
s10_82.tif,official,Official-20250910T085215Z-1-002,official_Official-20250910T085215Z-1-002,1239,1754,0.706,6368.94,250.739,22.518,-7.245,53.225,1.463,0.016
s10_90.tif,official,Official-20250910T085215Z-1-002,official_Official-20250910T085215Z-1-002,1239,1754,0.706,6368.94,249.656,23.298,-5.859,36.128,1.505,0.044
s10_91.tif,official,Official-20250910T085215Z-1-002,official_Official-20250910T085215Z-1-002,1239,1754,0.706,6368.94,249.534,26.567,-5.823,33.796,1.312,0.025
s10_92.tif,official,Official-20250910T085215Z-1-002,official_Official-20250910T085215Z-1-002,1239,1754,0.706,6368.94,250.431,23.762,-6.451,42.188,1.269,0.023
s10_93.tif,official,Official-20250910T085215Z-1-002,official_Official-20250910T085215Z-1-002,1239,1754,0.706,6368.94,249.822,24.408,-6.131,38.138,1.507,0.028
s10_94.tif,official,Official-20250910T085215Z-1-002,official_Official-20250910T085215Z-1-002,1239,1754,0.706,6368.94,250.191,23.923,-6.589,43.945,1.494,0.021
s10_95.tif,official,Official-20250910T085215Z-1-002,official_Official-20250910T085215Z-1-002,1239,1754,0.706,6368.94,251.516,20.359,-7.227,53.873,1.007,0.022
s10_96.tif,official,Official-20250910T085215Z-1-002,official_Official-20250910T085215Z-1-002,1239,1754,0.706,6368.94,249.709,26.113,-5.976,35.827,1.327,0.015
s10_97.tif,official,Official-20250910T085215Z-1-002,official_Official-20250910T085215Z-1-002,1239,1754,0.706,6368.94,249.737,24.132,-5.878,35.963,1.358,0.026
s10_99.tif,official,Official-20250910T085215Z-1-002,official_Official-20250910T085215Z-1-002,1239,1754,0.706,6368.94,249.798,24.104,-6.497,43.747,1.591,0.022
s10_26.tif,official,Official-20250910T085215Z-1-002,official_Official-20250910T085215Z-1-002,2478,3508,0.706,25474.52,250.172,23.741,-6.558,43.005,1.609,0.012
s10_42.tif,official,Official-20250910T085215Z-1-002,official_Official-20250910T085215Z-1-002,2478,3508,0.706,25474.52,246.341,33.26,-4.392,18.066,1.802,0.016
s10_6.tif,official,Official-20250910T085215Z-1-002,official_Official-20250910T085215Z-1-002,2478,3508,0.706,25474.52,252.244,15.87,-9.548,95.959,1.409,0.008
s11_14.tif,official,Official-20250910T085215Z-1-002,official_Official-20250910T085215Z-1-002,1240,1743,0.711,6334.1,239.193,25.544,-5.199,27.248,2.905,0.034
s11_18.tif,official,Official-20250910T085215Z-1-002,official_Official-20250910T085215Z-1-002,1240,1727,0.718,6275.96,242.239,15.403,-9.144,89.698,2.684,0.011
s11_20.tif,official,Official-20250910T085215Z-1-002,official_Official-20250910T085215Z-1-002,1240,1743,0.711,6334.1,236.694,28.879,-4.447,19.565,3.142,0.045
s11_25.tif,official,Official-20250910T085215Z-1-002,official_Official-20250910T085215Z-1-002,1240,1743,0.711,6334.1,239.469,28.048,-5.222,26.66,2.824,0.026
s11_44.tif,official,Official-20250910T085215Z-1-002,official_Official-20250910T085215Z-1-002,1240,1743,0.711,6334.1,239.92,27.601,-4.948,24.194,2.89,0.039
s11_51.tif,official,Official-20250910T085215Z-1-002,official_Official-20250910T085215Z-1-002,1240,1743,0.711,6334.1,241.531,23.543,-5.612,32.368,2.816,0.032
s11_60.tif,official,Official-20250910T085215Z-1-002,official_Official-20250910T085215Z-1-002,1240,1727,0.718,6275.96,240.936,21.93,-6.411,42.187,2.789,0.02
s11_89.tif,official,Official-20250910T085215Z-1-002,official_Official-20250910T085215Z-1-002,1240,1727,0.718,6275.96,239.62,28.793,-4.63,21.272,2.955,0.046
s11_96.tif,official,Official-20250910T085215Z-1-002,official_Official-20250910T085215Z-1-002,1240,1727,0.718,6275.96,239.605,25.153,-5.874,34.886,2.812,0.015
s11_98.tif,official,Official-20250910T085215Z-1-002,official_Official-20250910T085215Z-1-002,1240,1727,0.718,6275.96,233.813,33.502,-3.735,13.238,3.218,0.074
s11_14.tif,official,Official-20250910T085215Z-1-002,official_Official-20250910T085215Z-1-002,2481,3471,0.715,25236.34,235.217,26.055,-5.25,27.518,3.147,0.019
s11_29.tif,official,Official-20250910T085215Z-1-002,official_Official-20250910T085215Z-1-002,2481,3471,0.715,25236.34,241.702,14.337,-8.013,73.356,2.943,0.006
s11_49.tif,official,Official-20250910T085215Z-1-002,official_Official-20250910T085215Z-1-002,2481,3471,0.715,25236.34,239.993,19.015,-7.132,53.694,2.975,0.01
s11_78.tif,official,Official-20250910T085215Z-1-002,official_Official-20250910T085215Z-1-002,2481,3487,0.711,25352.67,236.24,26.163,-4.881,25.079,3.373,0.018
s1_11.tif,official,Official-20250910T085215Z-1-003,official_Official-20250910T085215Z-1-003,1240,1752,0.708,6366.8,248.341,29.896,-4.927,24.068,0.69,0.049
s1_15.tif,official,Official-20250910T085215Z-1-003,official_Official-20250910T085215Z-1-003,1240,1752,0.708,6366.8,249.327,25.39,-5.16,27.287,0.784,0.044
s1_16.tif,official,Official-20250910T085215Z-1-003,official_Official-20250910T085215Z-1-003,1240,1752,0.708,6366.8,250.552,23.432,-5.944,36.294,0.614,0.035
s1_2.tif,official,Official-20250910T085215Z-1-003,official_Official-20250910T085215Z-1-003,1240,1752,0.708,6366.8,244.541,34.847,-3.713,13.231,1.258,0.08
s1_31.tif,official,Official-20250910T085215Z-1-003,official_Official-20250910T085215Z-1-003,1240,1752,0.708,6366.8,244.631,35.169,-3.679,12.746,1.163,0.066
s1_34.tif,official,Official-20250910T085215Z-1-003,official_Official-20250910T085215Z-1-003,1240,1752,0.708,6366.8,251.681,20.467,-6.998,50.786,0.47,0.027
s1_35.tif,official,Official-20250910T085215Z-1-003,official_Official-20250910T085215Z-1-003,1240,1752,0.708,6366.8,248.033,32.904,-4.937,23.37,0.613,0.029
s1_47.tif,official,Official-20250910T085215Z-1-003,official_Official-20250910T085215Z-1-003,1240,1752,0.708,6366.8,250.479,20.613,-6.032,40.427,0.94,0.06
s1_48.tif,official,Official-20250910T085215Z-1-003,official_Official-20250910T085215Z-1-003,1240,1752,0.708,6366.8,251.952,16.522,-7.67,67.068,0.837,0.039
s1_50.tif,official,Official-20250910T085215Z-1-003,official_Official-20250910T085215Z-1-003,1240,1752,0.708,6366.8,250.684,24.818,-6.463,42.582,0.533,0.017
s1_51.tif,official,Official-20250910T085215Z-1-003,official_Official-20250910T085215Z-1-003,1240,1752,0.708,6366.8,250.399,24.021,-5.871,35.168,0.571,0.032
s1_52.tif,official,Official-20250910T085215Z-1-003,official_Official-20250910T085215Z-1-003,1240,1752,0.708,6366.8,240.431,31.184,-2.022,3.655,1.304,0.012
s1_53.tif,official,Official-20250910T085215Z-1-003,official_Official-20250910T085215Z-1-003,1240,1752,0.708,6366.8,249.942,25.661,-5.612,32.238,0.569,0.022
s1_55.tif,official,Official-20250910T085215Z-1-003,official_Official-20250910T085215Z-1-003,1240,1752,0.708,6366.8,247.449,24.828,-4.331,22.098,1.15,0.031
s1_56.tif,official,Official-20250910T085215Z-1-003,official_Official-20250910T085215Z-1-003,1240,1752,0.708,6366.8,245.042,32.082,-4.249,18.749,1.301,0.043
s1_57.tif,official,Official-20250910T085215Z-1-003,official_Official-20250910T085215Z-1-003,1240,1752,0.708,6366.8,250.377,24.912,-5.886,34.597,0.551,0.027
s1_58.tif,official,Official-20250910T085215Z-1-003,official_Official-20250910T085215Z-1-003,1240,1752,0.708,6366.8,251.729,19.978,-6.915,49.357,0.471,0.025
s1_59.tif,official,Official-20250910T085215Z-1-003,official_Official-20250910T085215Z-1-003,1240,1752,0.708,6366.8,246.748,33.311,-4.33,18.202,0.838,0.037
s1_60.tif,official,Official-20250910T085215Z-1-003,official_Official-20250910T085215Z-1-003,1240,1752,0.708,6366.8,251.486,22.54,-6.967,48.847,0.405,0.019
s1_62.tif,official,Official-20250910T085215Z-1-003,official_Official-20250910T085215Z-1-003,1240,1752,0.708,6366.8,249.402,28.234,-5.373,28.461,0.534,0.027
s1_63.tif,official,Official-20250910T085215Z-1-003,official_Official-20250910T085215Z-1-003,1240,1752,0.708,6366.8,247.985,29.201,-4.928,23.733,1.561,0.032
s1_64.tif,official,Official-20250910T085215Z-1-003,official_Official-20250910T085215Z-1-003,1240,1752,0.708,6366.8,246.843,33.379,-4.275,17.119,1.003,0.027
s1_65.tif,official,Official-20250910T085215Z-1-003,official_Official-20250910T085215Z-1-003,1240,1752,0.708,6366.8,246.911,33.207,-4.225,16.668,0.741,0.036
s1_66.tif,official,Official-20250910T085215Z-1-003,official_Official-20250910T085215Z-1-003,1240,1752,0.708,6366.8,245.775,37.142,-4.003,14.546,0.699,0.022
s1_100.tif,official,Official-20250910T085215Z-1-003,official_Official-20250910T085215Z-1-003,2480,3508,0.707,25495.07,251.066,24.562,-6.913,47.908,0.664,0.011
s1_20.tif,official,Official-20250910T085215Z-1-003,official_Official-20250910T085215Z-1-003,2480,3508,0.707,25495.07,247.154,32.284,-4.748,21.933,1.481,0.025
s1_97.tif,official,Official-20250910T085215Z-1-003,official_Official-20250910T085215Z-1-003,2480,3508,0.707,25495.07,250.097,26.529,-6.247,39.108,0.85,0.014
s1_98.tif,official,Official-20250910T085215Z-1-003,official_Official-20250910T085215Z-1-003,2480,3508,0.707,25495.07,244.775,38.033,-3.982,14.752,1.218,0.044
s1_99.tif,official,Official-20250910T085215Z-1-003,official_Official-20250910T085215Z-1-003,2480,3508,0.707,25495.07,250.149,26.68,-6.539,42.648,1.052,0.011
s2_24.tif,official,Official-20250910T085215Z-1-003,official_Official-20250910T085215Z-1-003,1240,1752,0.708,6366.8,252.204,18.779,-7.536,58.694,0.371,0.023
s2_37.tif,official,Official-20250910T085215Z-1-003,official_Official-20250910T085215Z-1-003,1240,1752,0.708,6366.8,250.504,25.658,-6.176,38.093,0.458,0.025
s2_40.tif,official,Official-20250910T085215Z-1-003,official_Official-20250910T085215Z-1-003,1240,1752,0.708,6366.8,251.207,20.695,-7.066,54.251,0.715,0.043
