,filename,device_class,width,height,filesize_kb,brightness,contrast,sharpness
311,Noise(7).jpg,Noise,1488,2058,380.19,231.39,25.58,431.52
312,Noise(22).jpg,Noise,1472,2032,444.59,220.14,25.85,437.96
313,Noise(34).jpg,Noise,1472,2044,392.99,223.97,24.84,462.2
314,Noise(29).jpg,Noise,1536,2136,384.06,233.45,24.81,329.26
315,Noise(44).jpg,Noise,1456,2018,309.6,223.12,18.84,309.45
316,Noise(13).jpg,Noise,1504,2070,436.47,228.92,26.86,585.2
317,Noise(33).jpg,Noise,1504,2082,419.22,232.71,26.39,473.08
318,Noise(25).jpg,Noise,1472,2044,446.14,226.55,27.76,592.55
319,Noise(48).jpg,Noise,1504,2095,421.66,225.56,31.33,498.67
320,Noise(49).jpg,Noise,1520,2098,446.72,208.22,24.16,574.79
321,Noise(1).jpg,Noise,1504,2070,417.85,223.75,28.72,483.56
322,Noise(24).jpg,Noise,1472,2058,425.97,226.75,26.41,530.86
323,Noise(32).jpg,Noise,1408,1966,339.06,235.74,30.35,408.13
324,Noise(12).jpg,Noise,1488,2070,349.87,226.72,20.84,363.55
325,Noise(45).jpg,Noise,1472,2044,398.55,215.83,31.89,557.4
326,Noise(28).jpg,Noise,1536,2122,441.52,228.2,29.02,399.45
327,Noise(11).jpg,Noise,1472,2044,327.46,235.38,19.86,315.18
328,Noise(46).jpg,Noise,1472,2058,354.32,225.58,20.9,312.9
329,Noise(50).jpg,Noise,1488,2070,337.42,211.65,20.04,383.01
330,Noise(2).jpg,Noise,1488,2058,336.17,217.98,20.06,389.94
331,Noise(27).jpg,Noise,1504,2084,437.16,223.94,31.45,536.15
332,Noise(31).jpg,Noise,1456,2018,311.17,229.33,19.63,301.26
333,Noise(30).jpg,Noise,1472,2044,349.55,210.5,22.47,418.4
334,Noise(26).jpg,Noise,1488,2056,407.88,228.69,27.17,429.14
335,Noise(3).jpg,Noise,1504,2070,386.41,220.25,22.05,459.06
336,Noise(47).jpg,Noise,1488,2056,332.45,234.51,23.91,360.21
337,Noise(10).jpg,Noise,1504,2084,375.68,232.25,25.41,493.46
338,Noise(4).jpg,Noise,1472,2044,350.02,217.65,21.14,441.07
339,Noise(21).jpg,Noise,1488,2070,443.44,217.24,34.99,631.88
340,Noise(37).jpg,Noise,1312,1810,328.95,244.62,26.25,646.59
341,Noise(17).jpg,Noise,1472,2045,422.63,234.2,32.75,513.65
342,Noise(40).jpg,Noise,1456,2018,365.56,209.95,20.62,342.03
343,Noise(8).jpg,Noise,1504,2084,381.57,234.04,24.66,439.75
344,Noise(9).jpg,Noise,1488,2072,354.61,235.47,25.49,474.95
345,Noise(41).jpg,Noise,1488,2056,349.14,245.73,26.97,445.9
346,Noise(16).jpg,Noise,1504,2095,293.98,228.77,16.57,252.97
347,Noise(36).jpg,Noise,1472,2058,358.65,230.71,21.82,400.67
348,Noise(20).jpg,Noise,1456,2006,364.23,223.11,23.38,392.69
349,Noise(5).jpg,Noise,1472,2044,365.67,230.36,26.67,413.82
350,Insertion(27).jpg,Insertion,1504,2084,473.01,223.86,31.47,460.15
351,Insertion(31).jpg,Insertion,1456,2018,331.06,229.23,19.58,253.5
352,Insertion(46).jpg,Insertion,1472,2058,380.13,225.46,20.95,283.43
353,Insertion(2).jpg,Insertion,1488,2058,355.24,217.91,19.95,313.33
354,Insertion(11).jpg,Insertion,1472,2044,351.31,235.32,19.91,288.33
355,Insertion(50).jpg,Insertion,1488,2070,360.57,211.56,19.96,311.92
356,Insertion(3).jpg,Insertion,1504,2070,417.1,220.2,22.05,426.47
357,Insertion(10).jpg,Insertion,1504,2084,412.95,232.15,25.51,482.01
358,Insertion(47).jpg,Insertion,1488,2056,355.58,234.47,23.93,342.54
359,Insertion(30).jpg,Insertion,1472,2044,379.17,210.39,22.47,351.52
360,Insertion(26).jpg,Insertion,1488,2056,435.36,228.65,27.14,366.64
361,Insertion(40).jpg,Insertion,1456,2018,396.96,209.88,20.55,265.73
362,Insertion(17).jpg,Insertion,1472,2045,461.13,234.12,32.76,477.19
363,Insertion(4).jpg,Insertion,1472,2044,375.49,217.58,21.08,402.55
364,Insertion(21).jpg,Insertion,1488,2070,497.2,217.15,35,537.41
365,Insertion(37).jpg,Insertion,1312,1810,330,244.6,26.38,623.54
366,Insertion(8).jpg,Insertion,1504,2084,403.94,234.05,24.63,370.87
367,Insertion(9).jpg,Insertion,1488,2072,382.92,235.4,25.6,453.29
368,Insertion(36).jpg,Insertion,1472,2058,385.98,230.6,21.92,349.84
369,Insertion(20).jpg,Insertion,1456,2006,396.69,223.03,23.38,351.43
370,Insertion(16).jpg,Insertion,1504,2095,307.26,228.67,16.54,188.3
371,Insertion(5).jpg,Insertion,1472,2044,389.38,230.31,26.65,353.73
372,Insertion(41).jpg,Insertion,1488,2056,366.41,245.7,27.09,431.16
373,Insertion(6).jpg,Insertion,1472,2044,446.59,231.24,30.03,485.13
374,Insertion(15).jpg,Insertion,1504,2095,298.97,228.71,16.1,177.06
375,Insertion(42).jpg,Insertion,1472,2045,318.28,223.64,18.97,186.52
376,Insertion(39).jpg,Insertion,1424,1980,374.41,238.56,27.4,505.83
377,Insertion(19).jpg,Insertion,1408,1952,331.48,221.74,20.44,287.11
378,Insertion(35).jpg,Insertion,1520,2095,468.06,225.26,26.91,625.79
379,Insertion(23).jpg,Insertion,1440,2006,332.97,240.39,23.28,246.59
380,Insertion(22).jpg,Insertion,1472,2032,491.68,220.09,25.79,399.53
381,Insertion(34).jpg,Insertion,1472,2044,426.92,223.88,24.82,393.95
382,Insertion(18).jpg,Insertion,1472,2030,504.57,231.16,34.05,518.2
383,Insertion(38).jpg,Insertion,1456,2018,503.1,230.14,31.94,641.25
384,Insertion(43).jpg,Insertion,1456,2018,413.5,219.36,23.31,319.81
385,Insertion(7).jpg,Insertion,1488,2058,413,231.28,25.67,399.76
386,Insertion(14).jpg,Insertion,1472,2044,366.13,227.24,21.8,373.21
387,Insertion(48).jpg,Insertion,1504,2095,458.92,225.47,31.36,466.9
388,Insertion(33).jpg,Insertion,1504,2082,452.43,232.67,26.44,451.84
389,Insertion(25).jpg,Insertion,1472,2044,478.74,226.5,27.7,517.22
390,Insertion(13).jpg,Insertion,1504,2070,474.04,228.84,26.85,551.71
391,Insertion(44).jpg,Insertion,1456,2018,324.78,223.05,18.79,188.3
392,Insertion(29).jpg,Insertion,1536,2136,412.38,233.4,24.87,302.01
393,Insertion(28).jpg,Insertion,1536,2122,479.74,228.14,29.01,368.57
394,Insertion(45).jpg,Insertion,1472,2044,445.79,215.76,31.92,501.82
395,Insertion(12).jpg,Insertion,1488,2070,373.01,226.65,20.73,297.97
396,Insertion(1).jpg,Insertion,1504,2070,453.07,223.63,28.78,474.45
397,Insertion(24).jpg,Insertion,1472,2058,457.85,226.68,26.37,462.82
398,Insertion(32).jpg,Insertion,1408,1966,381.27,235.67,30.38,374.19
399,Insertion(49).jpg,Insertion,1520,2098,482,208.19,24.02,476.16
400,Normal(5).jpg,Normal,1472,2044,224.07,230.41,26.6,348.19
401,Normal(21).jpg,Normal,1488,2070,263.03,217.26,34.88,519.85
402,Normal(37).jpg,Normal,1312,1810,207.82,244.81,26.28,627.1
403,Normal(40).jpg,Normal,1456,2018,219.1,209.95,20.44,258.96
404,Normal(17).jpg,Normal,1472,2045,253.5,234.26,32.73,471.57
405,Normal(9).jpg,Normal,1488,2072,221.96,235.55,25.48,446.59
406,Normal(16).jpg,Normal,1504,2095,185,228.8,16.42,181.38
407,Normal(8).jpg,Normal,1504,2084,233.71,234.14,24.6,368.2
408,Normal(41).jpg,Normal,1488,2056,221.64,245.9,26.99,429.59
409,Normal(36).jpg,Normal,1472,2058,220.17,230.74,21.74,339.28
410,Normal(20).jpg,Normal,1456,2006,223.07,223.11,23.29,343.47
411,Normal(4).jpg,Normal,1472,2044,215.33,217.65,21.04,396.93
412,Normal(46).jpg,Normal,1472,2058,216.29,225.58,20.81,273.68
413,Normal(11).jpg,Normal,1472,2044,205.25,235.43,19.83,284.25
414,Normal(50).jpg,Normal,1488,2070,208.67,211.64,19.9,306.44
415,Normal(3).jpg,Normal,1504,2070,235.96,220.26,21.97,418.52
416,Normal(27).jpg,Normal,1504,2084,261.8,223.99,31.37,450.59
417,Normal(31).jpg,Normal,1456,2018,191.64,229.35,19.51,246.89
418,Normal(30).jpg,Normal,1472,2044,214.13,210.5,22.34,341.24
419,Normal(26).jpg,Normal,1488,2056,247.64,228.75,27.11,363.89
420,Normal(2).jpg,Normal,1488,2058,205.83,217.98,19.91,308.4
421,Normal(10).jpg,Normal,1504,2084,233.2,232.29,25.39,473.96
422,Normal(47).jpg,Normal,1488,2056,209.06,234.56,23.9,339.65
423,Normal(29).jpg,Normal,1536,2136,240.76,233.51,24.79,296.3
424,Normal(13).jpg,Normal,1504,2070,266.62,228.95,26.82,546.28
425,Normal(44).jpg,Normal,1456,2018,186.4,223.15,18.61,179.65
426,Normal(33).jpg,Normal,1504,2082,259.24,232.79,26.39,447.53
427,Normal(25).jpg,Normal,1472,2044,268.84,226.6,27.68,511.57
428,Normal(1).jpg,Normal,1504,2070,258.48,223.76,28.69,463.48
429,Normal(48).jpg,Normal,1504,2095,257,225.59,31.29,461.19
430,Normal(49).jpg,Normal,1520,2098,269.09,208.23,24,470.53
431,Normal(24).jpg,Normal,1472,2058,256.85,226.79,26.32,456.8
432,Normal(32).jpg,Normal,1408,1966,204.63,235.82,30.34,367.78
433,Normal(45).jpg,Normal,1472,2044,240.32,215.84,31.79,486.32
434,Normal(12).jpg,Normal,1488,2070,215.9,226.73,20.71,292.57
435,Normal(28).jpg,Normal,1536,2122,271.64,228.23,28.98,364.66
436,Normal(35).jpg,Normal,1520,2095,279.86,225.39,26.83,616.62
437,Normal(23).jpg,Normal,1440,2006,194.55,240.55,23.25,243.52
438,Normal(7).jpg,Normal,1488,2058,234.3,231.44,25.53,388.53
439,Normal(19).jpg,Normal,1408,1952,189.87,221.86,20.22,274.84
440,Normal(39).jpg,Normal,1424,1980,220.32,238.74,27.33,498.79
441,Normal(15).jpg,Normal,1504,2095,181.59,228.8,16.03,172.79
442,Normal(42).jpg,Normal,1472,2045,185.24,223.73,18.85,180.44
443,Normal(43).jpg,Normal,1456,2018,229.35,219.42,23.27,315.89
444,Normal(14).jpg,Normal,1472,2044,215.09,227.35,21.78,369.08
445,Normal(38).jpg,Normal,1456,2018,287.06,230.23,31.9,635.6
446,Normal(6).jpg,Normal,1472,2044,252.59,231.36,29.97,478.89
447,Normal(18).jpg,Normal,1472,2030,272.49,231.3,34.02,511.88
448,Normal(22).jpg,Normal,1472,2032,267.61,220.15,25.76,393.59
449,Normal(34).jpg,Normal,1472,2044,238.59,223.98,24.72,384.34
450,InsBlur(31).jpg,Insertion+Blur,1456,2018,315.61,229.23,19.57,253.44
451,InsBlur(27).jpg,Insertion+Blur,1504,2084,433.81,223.9,31.35,445.03
452,InsBlur(50).jpg,Insertion+Blur,1488,2070,338.23,211.62,19.93,309.46
453,InsBlur(11).jpg,Insertion+Blur,1472,2044,329.67,235.39,19.82,280.04
454,InsBlur(46).jpg,Insertion+Blur,1472,2058,358.53,225.51,20.86,278.08
455,InsBlur(47).jpg,Insertion+Blur,1488,2056,336.69,234.51,23.93,338.04
456,InsBlur(10).jpg,Insertion+Blur,1504,2084,377.95,232.22,25.38,471.15
457,InsBlur(1).jpg,Insertion+Blur,1504,2070,425.54,223.65,28.68,463.29
458,InsBlur(26).jpg,Insertion+Blur,1488,2056,411.85,228.65,27.11,358.06
459,InsBlur(30).jpg,Insertion+Blur,1472,2044,352.52,210.47,22.39,347.97
460,InsBlur(17).jpg,Insertion+Blur,1472,2045,424.21,234.11,32.7,470.87
461,InsBlur(40).jpg,Insertion+Blur,1456,2018,367.25,209.95,20.52,265.92
462,InsBlur(37).jpg,Insertion+Blur,1312,1810,314.1,244.47,26.22,602.39
463,InsBlur(21).jpg,Insertion+Blur,1488,2070,447.77,217.25,34.91,531
464,InsBlur(6).jpg,Insertion+Blur,1472,2044,414.28,231.29,29.97,476.28
465,InsBlur(7).jpg,Insertion+Blur,1488,2058,383.92,231.38,25.55,391.15
466,InsBlur(20).jpg,Insertion+Blur,1456,2006,371.65,223.09,23.35,348.68
467,InsBlur(36).jpg,Insertion+Blur,1472,2058,360.56,230.65,21.78,338.06
468,InsBlur(41).jpg,Insertion+Blur,1488,2056,343.66,245.62,26.95,417.68
469,InsBlur(16).jpg,Insertion+Blur,1504,2095,294.49,228.72,16.42,181.94
470,InsBlur(42).jpg,Insertion+Blur,1472,2045,306.95,223.73,18.92,184.33
471,InsBlur(15).jpg,Insertion+Blur,1504,2095,289.38,228.75,16.06,173.73
472,InsBlur(8).jpg,Insertion+Blur,1504,2084,378.31,234.09,24.63,367.35
473,InsBlur(39).jpg,Insertion+Blur,1424,1980,355.57,238.53,27.28,491.23
474,InsBlur(19).jpg,Insertion+Blur,1408,1952,311.89,221.89,20.3,277.78
475,InsBlur(4).jpg,Insertion+Blur,1472,2044,351.53,217.65,21.09,404.02
476,InsBlur(23).jpg,Insertion+Blur,1440,2006,321.04,240.34,23.2,241.16
477,InsBlur(35).jpg,Insertion+Blur,1520,2095,440.87,225.27,26.81,603.21
478,InsBlur(34).jpg,Insertion+Blur,1472,2044,399.61,223.93,24.77,391.33
479,InsBlur(22).jpg,Insertion+Blur,1472,2032,456.32,220.13,25.8,401.95
480,InsBlur(5).jpg,Insertion+Blur,1472,2044,367.38,230.35,26.61,346.96
481,InsBlur(18).jpg,Insertion+Blur,1472,2030,462.83,231.13,33.99,512.14
482,InsBlur(38).jpg,Insertion+Blur,1456,2018,467.93,230.21,31.9,622.32
483,InsBlur(9).jpg,Insertion+Blur,1488,2072,354.88,235.46,25.53,444.15
484,InsBlur(14).jpg,Insertion+Blur,1472,2044,356.82,227.23,21.77,368.39
485,InsBlur(43).jpg,Insertion+Blur,1456,2018,392.71,219.42,23.34,319.71
486,InsBlur(48).jpg,Insertion+Blur,1504,2095,423.3,225.49,31.28,457.01
487,InsBlur(2).jpg,Insertion+Blur,1488,2058,334.2,217.97,19.98,315.5
488,InsBlur(25).jpg,Insertion+Blur,1472,2044,447.23,226.49,27.7,512.17
489,InsBlur(33).jpg,Insertion+Blur,1504,2082,423.36,232.7,26.4,443.66
490,InsBlur(44).jpg,Insertion+Blur,1456,2018,306.11,223.17,18.66,181.41
491,InsBlur(13).jpg,Insertion+Blur,1504,2070,438.21,228.86,26.83,545.02
492,InsBlur(29).jpg,Insertion+Blur,1536,2136,391.21,233.46,24.8,293.44
493,InsBlur(28).jpg,Insertion+Blur,1536,2122,452.23,228.16,29.01,366.23
494,InsBlur(12).jpg,Insertion+Blur,1488,2070,352.67,226.66,20.73,295.26
495,InsBlur(45).jpg,Insertion+Blur,1472,2044,404.53,215.85,31.9,502.3
496,InsBlur(32).jpg,Insertion+Blur,1408,1966,347.93,235.6,30.35,372.77
497,InsBlur(24).jpg,Insertion+Blur,1472,2058,428.01,226.68,26.35,457.15
498,InsBlur(3).jpg,Insertion+Blur,1504,2070,387.44,220.3,22.03,424.62
499,InsBlur(49).jpg,Insertion+Blur,1520,2098,443.51,208.25,24.03,475.05
